Gemeinde,Kanton,Bezirk,Anhänger_Anderer,Anhänger_Benzin,Anhänger_Benzin-elektrisch: Normal-Hybrid,Anhänger_Benzin-elektrisch: Plug-in-Hybrid,Anhänger_Diesel,Anhänger_Diesel-elektrisch: Normal-Hybrid,Anhänger_Diesel-elektrisch: Plug-in-Hybrid,Anhänger_Elektrisch,Anhänger_Gas (mono- und bivalent),Anhänger_Ohne Motor,Anhänger_Wasserstoff,Industriefahrzeuge_Anderer,Industriefahrzeuge_Benzin,Industriefahrzeuge_Benzin-elektrisch: Normal-Hybrid,Industriefahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Diesel,Industriefahrzeuge_Diesel-elektrisch: Normal-Hybrid,Industriefahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Elektrisch,Industriefahrzeuge_Gas (mono- und bivalent),Industriefahrzeuge_Ohne Motor,Industriefahrzeuge_Wasserstoff,Landwirtschaftsfahrzeuge_Anderer,Landwirtschaftsfahrzeuge_Benzin,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Diesel,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Elektrisch,Landwirtschaftsfahrzeuge_Gas (mono- und bivalent),Landwirtschaftsfahrzeuge_Ohne Motor,Landwirtschaftsfahrzeuge_Wasserstoff,Motorräder_Anderer,Motorräder_Benzin,Motorräder_Benzin-elektrisch: Normal-Hybrid,Motorräder_Benzin-elektrisch: Plug-in-Hybrid,Motorräder_Diesel,Motorräder_Diesel-elektrisch: Normal-Hybrid,Motorräder_Diesel-elektrisch: Plug-in-Hybrid,Motorräder_Elektrisch,Motorräder_Gas (mono- und bivalent),Motorräder_Ohne Motor,Motorräder_Wasserstoff,Personentransportfahrzeuge_Anderer,Personentransportfahrzeuge_Benzin,Personentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Diesel,Personentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Elektrisch,Personentransportfahrzeuge_Gas (mono- und bivalent),Personentransportfahrzeuge_Ohne Motor,Personentransportfahrzeuge_Wasserstoff,Personenwagen_Anderer,Personenwagen_Benzin,Personenwagen_Benzin-elektrisch: Normal-Hybrid,Personenwagen_Benzin-elektrisch: Plug-in-Hybrid,Personenwagen_Diesel,Personenwagen_Diesel-elektrisch: Normal-Hybrid,Personenwagen_Diesel-elektrisch: Plug-in-Hybrid,Personenwagen_Elektrisch,Personenwagen_Gas (mono- und bivalent),Personenwagen_Ohne Motor,Personenwagen_Wasserstoff,Sachentransportfahrzeuge_Anderer,Sachentransportfahrzeuge_Benzin,Sachentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Diesel,Sachentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Elektrisch,Sachentransportfahrzeuge_Gas (mono- und bivalent),Sachentransportfahrzeuge_Ohne Motor,Sachentransportfahrzeuge_Wasserstoff
Gisikon,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035410764872521247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02762039660056657,0.004957507082152974,0.0,0.021954674220963172,0.0,0.0,0.0028328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004957507082152974,0.0,0.0,0.0,0.0,0.0,0.0
Greppen,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008583690987124463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007725321888412017,0.0,0.0,0.0,0.0,0.0,0.0008583690987124463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014592274678111588,0.0008583690987124463,0.0,0.004291845493562232,0.0017167381974248926,0.0,0.0017167381974248926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008583690987124463,0.0,0.0,0.0,0.0,0.0,0.0
Honau,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004987531172069825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004987531172069825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007481296758104738,0.0024937655860349127,0.0,0.012468827930174564,0.0,0.0,0.0024937655860349127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024937655860349127,0.0,0.0,0.0,0.0,0.0,0.0
Horw,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011935687706241664,0.0,0.0,0.0,0.0,0.0,7.020992768377449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.020992768377449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00470406515481289,0.0,0.0,0.0,0.0,0.0,7.020992768377449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011935687706241664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015727023801165484,0.0014744084813592643,0.0004212595661026469,0.004984904865547988,0.00028083971073509796,0.0,0.0009127290598890683,0.0,0.0,0.0,0.0,7.020992768377449e-05,0.0,0.0,0.0006318893491539703,0.0,0.0,0.0,0.0,0.0,0.0
Kriens,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005386576650985743,0.0,0.0,7.182102201314325e-05,0.0,0.0,3.5910511006571625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005135203073939742,0.0,0.0,0.0,0.0,0.0,0.0001436420440262865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007541207311380041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019750781053614393,0.0011850468632168636,0.0005027471540920027,0.006535713003196036,0.0004668366430854311,0.0,0.0012568678852300068,0.0001436420440262865,0.0,0.0,0.0,0.0003231945990591446,0.0,0.0,0.0021546306603942972,7.182102201314325e-05,0.0,3.5910511006571625e-05,0.0,0.0,0.0
Luzern,Luzern,Wahlkreis Luzern-Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014831564486912968,0.0,0.0,1.2157020071240138e-05,0.0,0.0,0.0003282395419234837,0.0,0.0,3.6471060213720413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.294212042744083e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037565192020132024,0.0,0.0,1.2157020071240138e-05,0.0,0.0,0.00026745444156728304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008023633247018491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014491167924918244,0.0013980573081926158,0.0002917684817097633,0.00701460058110556,0.0002917684817097633,0.0,0.0012157020071240138,8.509914049868096e-05,0.0,0.0,0.0,0.0002917684817097633,0.0,0.0,0.0026016022952453895,2.4314040142480277e-05,0.0,1.2157020071240138e-05,7.294212042744083e-05,0.0,0.0
Malters,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004036598493003229,0.0,0.0,0.00013455328310010763,0.0,0.0,0.00013455328310010763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013455328310010763,0.0,0.0,0.00026910656620021526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005516684607104414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001480086114101184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013455328310010764,0.0013455328310010765,0.0,0.00632400430570506,0.0,0.0,0.00026910656620021526,0.0,0.0,0.0,0.0,0.0005382131324004305,0.0,0.0,0.0039020452099031216,0.0,0.0,0.00013455328310010763,0.0,0.0,0.0
Meggen,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016137708445400753,0.0,0.0,0.0,0.0,0.0,0.00026896180742334586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006724045185583647,0.0,0.0,0.0,0.0,0.0,0.00013448090371167293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008068854222700376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023534158149542767,0.002151694459386767,0.0006724045185583647,0.0068585260892953205,0.0006724045185583647,0.0,0.0029585798816568047,0.0,0.0,0.0,0.0,0.00026896180742334586,0.0,0.0,0.0018827326519634212,0.0,0.0,0.0,0.0,0.0,0.0
Meierskappel,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004824259131633356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006891798759476223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034458993797381117,0.0,0.0,0.0,0.0,0.0,0.0006891798759476223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015161957270847692,0.0013783597518952446,0.0,0.008270158511371467,0.0013783597518952446,0.0,0.0006891798759476223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002067539627842867,0.0,0.0,0.0,0.0,0.0,0.0
Root,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002926258291065158,0.0,0.0,0.0,0.0,0.0,0.00019508388607101054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037065938353492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027311744049941474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016191962543893875,0.002536090518923137,0.0005852516582130316,0.009949278189621538,0.00019508388607101054,0.0,0.0013655872024970737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003316426063207179,0.0,0.0,0.00019508388607101054,0.0,0.0,0.0
Schwarzenberg,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006373117033603708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004634994206257242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004634994206257242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012746234067207415,0.0005793742757821553,0.0,0.00869061413673233,0.0,0.0,0.0005793742757821553,0.0,0.0,0.0,0.0,0.0011587485515643105,0.0,0.0,0.002317497103128621,0.0,0.0,0.0,0.0,0.0,0.0
Udligenswil,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008718395815170009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043591979075850045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006102877070619006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016564952048823016,0.006538796861377506,0.0008718395815170009,0.008718395815170008,0.0,0.0,0.0017436791630340018,0.0,0.0,0.0,0.0,0.00043591979075850045,0.0,0.0,0.004359197907585004,0.0,0.0,0.0,0.0,0.0,0.0
Vitznau,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021398002853067048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004992867332382311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02282453637660485,0.0,0.0007132667617689016,0.0042796005706134095,0.0,0.0,0.0028530670470756064,0.0,0.0,0.0,0.0,0.0007132667617689016,0.0,0.0,0.0014265335235378032,0.0,0.0,0.0,0.0,0.0,0.0
Weggis,Luzern,Wahlkreis Luzern-Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020847810979847115,0.0,0.0,0.0,0.0,0.0,0.0002316423442205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002316423442205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003706277507528376,0.0,0.0,0.0002316423442205235,0.0,0.0,0.0002316423442205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001853138753764188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023859161454713923,0.0023164234422052353,0.000463284688441047,0.007180912670836229,0.000463284688441047,0.0,0.001853138753764188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025480657864257587,0.0,0.0,0.0,0.0,0.0,0.0
Beromï¿½nster,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004679951690821256,0.0,0.0,0.0,0.0,0.0,0.00030193236714975844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018115942028985507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003321256038647343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030193236714975844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018568840579710144,0.0010567632850241545,0.00015096618357487922,0.007548309178743961,0.00030193236714975844,0.0,0.0009057971014492754,0.00015096618357487922,0.0,0.0,0.0,0.00015096618357487922,0.0,0.0,0.004679951690821256,0.0,0.0,0.0,0.0,0.0,0.0
Bï¿½ron,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015631105900742479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042985541227041815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039077764751856197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019148104728409537,0.0007815552950371239,0.0,0.010550996483001172,0.0,0.0,0.00039077764751856197,0.0,0.0,0.0,0.0,0.0007815552950371239,0.0,0.0,0.0042985541227041815,0.0,0.0,0.0,0.0,0.0,0.0
Buttisholz,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007500750075007501,0.0,0.0,0.00030003000300030005,0.0,0.0,0.0012001200120012002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006000600060006001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005700570057005701,0.0,0.0,0.0,0.0,0.0,0.00030003000300030005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010801080108010801,0.0015001500150015,0.0006000600060006001,0.0039003900390039005,0.0009000900090009,0.0,0.0006000600060006001,0.0,0.0,0.0,0.0,0.00030003000300030005,0.0,0.0,0.009000900090009001,0.0,0.0,0.0,0.0,0.0,0.0
Eich,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049079754601227,0.0,0.0,0.0,0.0,0.0,0.0006134969325153375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006748466257668712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001226993865030675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029447852760736196,0.001226993865030675,0.0036809815950920245,0.007361963190184049,0.001226993865030675,0.0,0.004294478527607362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018404907975460123,0.0,0.0,0.0,0.0,0.0,0.0
Geuensee,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003131524008350731,0.0,0.0,0.0003479471120389701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003131524008350731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006958942240779402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023312456506610995,0.0027835768963117608,0.0003479471120389701,0.008002783576896311,0.0,0.0,0.0013917884481558804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003827418232428671,0.0,0.0,0.0,0.0,0.0,0.0
Grosswangen,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0003077870113881194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003077870113881194,0.0,0.0,0.0012311480455524776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012311480455524776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015081563558017852,0.0006155740227762388,0.0003077870113881194,0.007694675284702986,0.0,0.0,0.0006155740227762388,0.0,0.0,0.0,0.0,0.0003077870113881194,0.0,0.0,0.0049245921822099106,0.0,0.0,0.0,0.0,0.0,0.0
Hildisrieden,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017072129748186087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008536064874093043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012804097311139564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021340162185232606,0.005548442168160478,0.0,0.008962868117797696,0.0008536064874093043,0.0,0.002134016218523261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012804097311139564,0.0,0.0,0.0,0.0,0.0,0.0
Knutwil,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026373626373626374,0.0,0.0,0.0,0.0,0.0,0.0008791208791208791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008791208791208791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004395604395604396,0.0,0.0,0.0,0.0,0.0,0.00043956043956043956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008351648351648353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01802197802197802,0.0017582417582417582,0.0,0.008791208791208791,0.0008791208791208791,0.0,0.0008791208791208791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.0
Mauensee,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00410958904109589,0.0,0.0,0.0006849315068493151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013698630136986301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013013698630136987,0.0,0.0,0.00410958904109589,0.0,0.0,0.0013698630136986301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006849315068493151,0.0,0.0,0.0,0.0,0.0,0.0
Neuenkirch,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025129135836939828,0.0,0.0,0.0,0.0,0.0,0.0005584252408208851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000977244171436549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003908976685746196,0.0,0.0,0.0,0.0,0.0,0.00027921262041044257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018148820326678765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021359765461398856,0.0005584252408208851,0.00041881893061566385,0.006980315510261063,0.00041881893061566385,0.0,0.001535669412257434,0.0,0.0,0.0,0.0,0.00013960631020522128,0.0,0.0,0.0037693703755409744,0.0,0.0,0.0,0.0,0.0,0.0
Nottwil,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015132408575031526,0.0,0.0,0.0,0.0,0.0,0.0007566204287515763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007566204287515763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005296343001261034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001008827238335435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0005044136191677175,0.0,0.005800756620428752,0.00025220680958385876,0.0,0.0012610340479192938,0.0,0.0,0.0,0.0,0.00025220680958385876,0.0,0.0,0.0015132408575031526,0.0,0.0,0.0,0.0,0.0,0.0
Oberkirch,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025031289111389237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020859407592824363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005214851898206091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014601585314977055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024405506883604506,0.003337505214851898,0.0008343763037129745,0.01084689194826867,0.0010429703796412183,0.0,0.003963287442636629,0.0,0.0,0.0,0.0,0.0008343763037129745,0.0,0.0,0.0031289111389236545,0.0,0.0,0.0,0.0,0.0,0.0
Rickenbach (LU),Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00824014125956445,0.0,0.0,0.0,0.0,0.0,0.0008828722778104767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00264861683343143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038257798705120657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012654502648616834,0.0002942907592701589,0.0,0.015597410241318423,0.0002942907592701589,0.0,0.0011771630370806356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006474396703943496,0.0,0.0,0.0,0.0,0.0,0.0
Ruswil,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061027533352256596,0.0,0.0,0.0,0.0,0.0,0.0004257734885041158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015611694578484246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002838489923360772,0.0,0.0,0.0,0.0,0.0,0.0004257734885041158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005676979846721544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009367016747090548,0.000709622480840193,0.0002838489923360772,0.007380073800738007,0.0002838489923360772,0.0,0.0008515469770082316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034061879080329264,0.0,0.0,0.0,0.0,0.0,0.0
Schenkon,Luzern,Wahlkreis Sursee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006613756613756613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033068783068783067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001984126984126984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02943121693121693,0.000992063492063492,0.0006613756613756613,0.011904761904761904,0.00033068783068783067,0.0,0.0036375661375661374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001984126984126984,0.0,0.0,0.0,0.0,0.0,0.0
Ottenbach,Zï¿½rich,Bezirk Affoltern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115919629057187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003863987635239567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005795981452859351,0.0,0.0,0.0,0.0,0.0,0.0007727975270479134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015455950540958269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865533230293665,0.0007727975270479134,0.0019319938176197836,0.007341576506955177,0.0019319938176197836,0.0,0.0019319938176197836,0.0003863987635239567,0.0,0.0,0.0,0.0003863987635239567,0.0,0.0,0.0030911901081916537,0.0,0.0,0.0,0.0,0.0,0.0
